CITY,FUND_TYPE,AMOUNT,CITY_TARGET
JEFFRIS BUNDY,INCOME_AMT,0.0,0
JEKYLL ISLAND,INCOME_AMT,1291401.0,0
JELLICO,INCOME_AMT,12243813.0,0
JEMEZ PUEBLO,INCOME_AMT,5277400.0,0
JEMEZ SPRINGS,INCOME_AMT,1808777.0,0
JEMISON,INCOME_AMT,839693.0,0
JENA,INCOME_AMT,1467304.0,0
JENERA,INCOME_AMT,0.0,0
JENISON,INCOME_AMT,67920983.0,0
JENKINS,INCOME_AMT,1786513.0,0
JENKINS TWP,INCOME_AMT,768686.0,0
JENKINSBURG,INCOME_AMT,122559.0,0
JENKINSVILLE,INCOME_AMT,471478.0,0
JENKINTON,INCOME_AMT,0.0,0
JENKINTOWN,INCOME_AMT,14602910929.0,0
JENKS,INCOME_AMT,40144620.0,0
JENNER,INCOME_AMT,561980.0,0
JENNERS,INCOME_AMT,417416.0,0
JENNERSTOWN,INCOME_AMT,969364.0,0
JENNINAS,INCOME_AMT,0.0,0
JENNINGS,INCOME_AMT,107906220.0,0
JENSEN,INCOME_AMT,1637188.0,0
JENSEN BEACH,INCOME_AMT,29060950.0,0
JEREMIAH,INCOME_AMT,621301.0,0
JEREMIIAH,INCOME_AMT,0.0,0
JERICHO,INCOME_AMT,184905520.0,0
JERICHO CTR,INCOME_AMT,625173.0,0
JERICO SPRGS,INCOME_AMT,0.0,0
JERICO SPRINGS,INCOME_AMT,0.0,0
JERMYN,INCOME_AMT,590401.0,0
JEROME,INCOME_AMT,8087961.0,0
JEROMESVILLE,INCOME_AMT,1599896.0,0
JERRERSON,INCOME_AMT,0.0,0
JERRY CITY,INCOME_AMT,0.0,0
JERSEY,INCOME_AMT,13522078.0,0
JERSEY CITY,INCOME_AMT,3993529937.0,0
JERSEY SHORE,INCOME_AMT,7337401.0,0
JERSEY VILLAGE,INCOME_AMT,0.0,0
JERSEY VLG,INCOME_AMT,72690157.0,0
JERSEYCITY,INCOME_AMT,0.0,0
JERSEYVILLE,INCOME_AMT,9336405.0,0
JERUSALEM,INCOME_AMT,0.0,0
JESSE,INCOME_AMT,404293.0,0
JESSIEVILLE,INCOME_AMT,146865.0,0
JESSUP,INCOME_AMT,4234861.0,0
JESUP,INCOME_AMT,31609786.0,0
JET,INCOME_AMT,9822.0,0
JETERSVILLE,INCOME_AMT,0.0,0
JETMORE,INCOME_AMT,185937.0,0
JEWELL,INCOME_AMT,523823.0,0
JEWELL RIDGE,INCOME_AMT,0.0,0
JEWETT,INCOME_AMT,3388230.0,0
JEWETT CITY,INCOME_AMT,44522988.0,0
JIGGS,INCOME_AMT,0.0,0
JIM FALLS,INCOME_AMT,0.0,0
JIM THORPE,INCOME_AMT,8584808.0,0
JOANNA,INCOME_AMT,0.0,0
JOAQUIN,INCOME_AMT,0.0,0
JOBSTOWN,INCOME_AMT,44748.0,0
JODIE,INCOME_AMT,0.0,0
JOELTON,INCOME_AMT,2381014.0,0
JOES,INCOME_AMT,209250.0,0
JOHANNESBURG,INCOME_AMT,26164.0,0
JOHN DAY,INCOME_AMT,3899784.0,0
JOHNS CREEK,INCOME_AMT,87810985.0,0
JOHNS ISLAND,INCOME_AMT,58207980.0,0
JOHNS LSLAND,INCOME_AMT,0.0,0
JOHNSBURG,INCOME_AMT,2457406.0,0
JOHNSON,INCOME_AMT,112917448.0,0
JOHNSON CITY,INCOME_AMT,3751782758.0,0
JOHNSON CREEK,INCOME_AMT,367751.0,0
JOHNSON LAKE,INCOME_AMT,13820.0,0
JOHNSON VALLEY,INCOME_AMT,0.0,0
JOHNSON VLY,INCOME_AMT,0.0,0
JOHNSONBURG,INCOME_AMT,2318051.0,0
JOHNSONVILLE,INCOME_AMT,1572425.0,0
JOHNSTON,INCOME_AMT,1119917227.0,0
JOHNSTON CITY,INCOME_AMT,460226.0,0
JOHNSTOWN,INCOME_AMT,696061630.0,0
JOHNSVILLE,INCOME_AMT,0.0,0
JOICE,INCOME_AMT,0.0,0
JOINER,INCOME_AMT,0.0,0
JOINERVILLE,INCOME_AMT,288488.0,0
JOINT BASE ANDREWS,INCOME_AMT,0.0,0
JOINT BASE MDL,INCOME_AMT,0.0,0
JOLIET,INCOME_AMT,654076018.0,0
JOLO,INCOME_AMT,0.0,0
JOLON,INCOME_AMT,0.0,0
JONAS RIDGE,INCOME_AMT,514434.0,0
JONES,INCOME_AMT,5452906.0,0
JONES CREEK,INCOME_AMT,0.0,0
JONES MILLS,INCOME_AMT,1597797.0,0
JONESBORO,INCOME_AMT,1229145128.0,0
JONESBOROUGH,INCOME_AMT,6869780.0,0
JONESBURG,INCOME_AMT,183995.0,0
JONESPORT,INCOME_AMT,279113.0,0
JONESTOWN,INCOME_AMT,6828320.0,0
JONESVILLE,INCOME_AMT,51261956.0,0
JOPLIN,INCOME_AMT,1426777603.0,0
JOPPA,INCOME_AMT,5989056.0,0
JOPPATOWNE,INCOME_AMT,0.0,0
JOPPATWONE,INCOME_AMT,0.0,0
JORDAN,INCOME_AMT,107817940.0,0
JORDAN VALLEY,INCOME_AMT,168327.0,0
JORDANVILLE,INCOME_AMT,840339.0,0
JOSEPH,INCOME_AMT,1945790.0,0
JOSEPH CITY,INCOME_AMT,49521.0,0
JOSEPHINE,INCOME_AMT,741574.0,0
JOSHUA,INCOME_AMT,534974.0,0
JOSHUA TREE,INCOME_AMT,18275577.0,0
JOURDANTON,INCOME_AMT,2753071.0,0
JOY,INCOME_AMT,0.0,0
JOYCE,INCOME_AMT,763427.0,0
JUANA DIAZ,INCOME_AMT,10862.0,0
JUD,INCOME_AMT,701331.0,0
JUDA,INCOME_AMT,0.0,0
JUDITH GAP,INCOME_AMT,0.0,0
JUDSON,INCOME_AMT,742371.0,0
JUDSONIA,INCOME_AMT,32664.0,0
JULESBURG,INCOME_AMT,3369521.0,0
JULIAETTA,INCOME_AMT,192008.0,0
JULIAN,INCOME_AMT,7673784.0,0
JULIETTE,INCOME_AMT,144473.0,0
JUMPING BR,INCOME_AMT,346345.0,0
JUNCOS,INCOME_AMT,773863.0,0
JUNCTION,INCOME_AMT,986357.0,0
JUNCTION CITY,INCOME_AMT,33665627.0,0
JUNE LAKE,INCOME_AMT,75.0,0
JUNEAU,INCOME_AMT,748803542.0,0
JUNIATA,INCOME_AMT,293674.0,0
JUNIOR,INCOME_AMT,0.0,0
JUNIPER HILLS,INCOME_AMT,0.0,0
JUNO BEACH,INCOME_AMT,295767013.0,0
JUNTURA,INCOME_AMT,0.0,0
JUPITER,INCOME_AMT,1142868141.0,0
JUPITER ISLAND,INCOME_AMT,0.0,0
JURUPA VALLEY,INCOME_AMT,11345811.0,0
JUSSUNNEE,INCOME_AMT,0.0,0
JUSTICE,INCOME_AMT,5799279.0,0
JUSTICEBURG,INCOME_AMT,0.0,0
JUSTIN,INCOME_AMT,2714784.0,0
KAAAWA,INCOME_AMT,166521.0,0
KAAWA,INCOME_AMT,0.0,0
KABETOGAMA,INCOME_AMT,195167.0,0
KADOKA,INCOME_AMT,2883107.0,0
KAHLOTUS,INCOME_AMT,0.0,0
KAHOKA,INCOME_AMT,2031969.0,0
KAHUKU,INCOME_AMT,13536031.0,0
KAHULUI,INCOME_AMT,145166520.0,0
KAIBETO,INCOME_AMT,0.0,0
KAILU,INCOME_AMT,0.0,0
KAILUA,INCOME_AMT,138394196.0,0
KAILUA KONA,INCOME_AMT,122486382.0,0
KAILUA-KONA,INCOME_AMT,0.0,0
KAILVA KONA,INCOME_AMT,0.0,0
KAISER,INCOME_AMT,266449.0,0
KAKE,INCOME_AMT,198850.0,0
KALAHEO,INCOME_AMT,21188813.0,0
KALAMA,INCOME_AMT,72571.0,0
KALAMAZOO,INCOME_AMT,5130809337.0,0
KALAUPAPA,INCOME_AMT,87719.0,0
KALEVA,INCOME_AMT,119432.0,0
KALIDA,INCOME_AMT,903215.0,0
KALISPEL,INCOME_AMT,376329.0,0
KALISPELL,INCOME_AMT,1128210940.0,0
KALKASKA,INCOME_AMT,1594684.0,0
KALLISPELL,INCOME_AMT,0.0,0
KALONA,INCOME_AMT,23317652.0,0
KALSKAG,INCOME_AMT,0.0,0
KALTAG,INCOME_AMT,0.0,0
KAMAS,INCOME_AMT,1349055.0,0
KAMAY,INCOME_AMT,0.0,0
KAMIAH,INCOME_AMT,17811451.0,0
KAMPSVILLE,INCOME_AMT,796152.0,0
KAMRAR,INCOME_AMT,0.0,0
KAMUELA,INCOME_AMT,228390431.0,0
KANAB,INCOME_AMT,150049810.0,0
KANASAS CITY,INCOME_AMT,0.0,0
KANAWHA,INCOME_AMT,329031.0,0
KANAWHA HEAD,INCOME_AMT,0.0,0
KANDIYOHI,INCOME_AMT,0.0,0
KANE,INCOME_AMT,14566866.0,0
KANEOHE,INCOME_AMT,66294634.0,0
KANEOKE,INCOME_AMT,0.0,0
KANEVILLE,INCOME_AMT,18800.0,0
KANKAKEE,INCOME_AMT,1139674965.0,0
KANKEKEE,INCOME_AMT,0.0,0
KANNAPOLIS,INCOME_AMT,11755864.0,0
KANONA,INCOME_AMT,0.0,0
KANOPOLIS,INCOME_AMT,0.0,0
KANORADO,INCOME_AMT,0.0,0
KANOSH,INCOME_AMT,0.0,0
KANSA CITY,INCOME_AMT,0.0,0
KANSAS,INCOME_AMT,4608369.0,0
KANSAS CITY,INCOME_AMT,19047340164.0,0
KANSASCITY,INCOME_AMT,0.0,0
KANSASVILLE,INCOME_AMT,801527.0,0
KANTNER,INCOME_AMT,0.0,0
KAPAA,INCOME_AMT,11792324.0,0
KAPAAU,INCOME_AMT,3774960.0,0
KAPLAN,INCOME_AMT,1861920.0,0
KAPOIEL,INCOME_AMT,0.0,0
KAPOLEI,INCOME_AMT,186945910.0,0
KAPOWSIN,INCOME_AMT,0.0,0
KARLSTAD,INCOME_AMT,2131468.0,0
KARNACK,INCOME_AMT,1642751.0,0
KARNAK,INCOME_AMT,5858914.0,0
KARNES CITY,INCOME_AMT,107857366.0,0
KARNS CITY,INCOME_AMT,152246.0,0
KARTHAUS,INCOME_AMT,707436.0,0
KARVAL,INCOME_AMT,0.0,0
KASAAN,INCOME_AMT,0.0,0
KASBEER,INCOME_AMT,0.0,0
KASILOF,INCOME_AMT,867480.0,0
KASKA,INCOME_AMT,46009.0,0
KASOTA,INCOME_AMT,2196217.0,0
KASSON,INCOME_AMT,7534225.0,0
KATHLEEN,INCOME_AMT,1034991.0,0
KATHRYN,INCOME_AMT,208543.0,0
KATONAH,INCOME_AMT,115272418.0,0
KATTSKILL BAY,INCOME_AMT,103695.0,0
KATY,INCOME_AMT,257426478.0,0
KAUFMAN,INCOME_AMT,239759131.0,0
KAUKAUNA,INCOME_AMT,46100999.0,0
KAUKNAKAKAI,INCOME_AMT,0.0,0
KAUMAKANI,INCOME_AMT,0.0,0
KAUNAKAKAI,INCOME_AMT,43621278.0,0
KAUNEONGA LK,INCOME_AMT,383620.0,0
KAW CITY,INCOME_AMT,0.0,0
KAWAIHAE,INCOME_AMT,0.0,0
KAWKAWLIN,INCOME_AMT,444131.0,0
KAYCEE,INCOME_AMT,259271.0,0
KAYENTA,INCOME_AMT,0.0,0
KAYLOR,INCOME_AMT,0.0,0
KAYSVILLE,INCOME_AMT,36356749.0,0
KAZAKHSTAN,INCOME_AMT,588296.0,0
KEAAU,INCOME_AMT,19870726.0,0
KEALAKEKUA,INCOME_AMT,8427814.0,0
KEALIA,INCOME_AMT,287733.0,0
KEAMEY,INCOME_AMT,76421.0,0
KEAMS CANYON,INCOME_AMT,382272.0,0
KEANSBURG,INCOME_AMT,2600866.0,0
KEARNEY,INCOME_AMT,425195962.0,0
KEARNEYSVILLE,INCOME_AMT,23601066.0,0
KEARNS,INCOME_AMT,17729897.0,0
KEARNWY,INCOME_AMT,0.0,0
KEARNY,INCOME_AMT,33650571.0,0
KEARSARGE,INCOME_AMT,0.0,0
KEASBEY,INCOME_AMT,53133.0,0
KEATCHIE,INCOME_AMT,0.0,0
KEATON,INCOME_AMT,0.0,0
KEAUHOU,INCOME_AMT,5612.0,0
KEAUHOU KONA,INCOME_AMT,159847.0,0
KEAVY,INCOME_AMT,37259.0,0
KECHI,INCOME_AMT,1324111.0,0
KEEDYSVILLE,INCOME_AMT,213631.0,0
KEEGO HARBOR,INCOME_AMT,252046.0,0
KEELER,INCOME_AMT,0.0,0
KEELING,INCOME_AMT,72756.0,0
KEENE,INCOME_AMT,634742268.0,0
KEENE VALLEY,INCOME_AMT,2946995.0,0
KEENES,INCOME_AMT,0.0,0
KEENESBURG,INCOME_AMT,30271918.0,0
KEENSBURG,INCOME_AMT,0.0,0
KEESEVILLE,INCOME_AMT,5113902.0,0
KEESLER AFB,INCOME_AMT,36953.0,0
KEEWATIN,INCOME_AMT,7005106.0,0
KEEZLETOWN,INCOME_AMT,2552353.0,0
KEGLEY,INCOME_AMT,0.0,0
KEIFER,INCOME_AMT,0.0,0
KEISER,INCOME_AMT,0.0,0
KEISTERVILLE,INCOME_AMT,174652.0,0
KEITHSBURG,INCOME_AMT,0.0,0
KEITHVILLE,INCOME_AMT,8168661.0,0
KEIZER,INCOME_AMT,20871545.0,0
KEKAHA,INCOME_AMT,2143969.0,0
KEKEHA,INCOME_AMT,78360.0,0
KELFORD,INCOME_AMT,0.0,0
KELL,INCOME_AMT,0.0,0
KELLER,INCOME_AMT,103716565.0,0
KELLERTON,INCOME_AMT,0.0,0
KELLEY,INCOME_AMT,0.0,0
KELLEYS IS,INCOME_AMT,227900.0,0
KELLEYS ISLAND,INCOME_AMT,129166.0,0
KELLIHER,INCOME_AMT,52063.0,0
KELLNERSVILLE,INCOME_AMT,0.0,0
KELLOGG,INCOME_AMT,1785459.0,0
KELLY,INCOME_AMT,333326.0,0
KELLYSVILLE,INCOME_AMT,114504.0,0
KELLYTON,INCOME_AMT,0.0,0
KELLYVILLE,INCOME_AMT,344090.0,0
KELSEY,INCOME_AMT,0.0,0
KELSEYVILLE,INCOME_AMT,7558362.0,0
KELSO,INCOME_AMT,7201963.0,0
KELTON,INCOME_AMT,51647.0,0
KEMAH,INCOME_AMT,28410117.0,0
KEMBLESVILLE,INCOME_AMT,101642.0,0
KEMERSVILLE,INCOME_AMT,202352.0,0
KEMMERER,INCOME_AMT,1060478.0,0
KEMORE,INCOME_AMT,0.0,0
KEMP,INCOME_AMT,3353209.0,0
KEMPNER,INCOME_AMT,11592786.0,0
KEMPTON,INCOME_AMT,12235266.0,0
KEN GARDENS,INCOME_AMT,0.0,0
KENAI,INCOME_AMT,22398880.0,0
KENANSVILLE,INCOME_AMT,5683620.0,0
KENBRIDGE,INCOME_AMT,615554.0,0
KENDALIA,INCOME_AMT,5028758.0,0
KENDALL,INCOME_AMT,324347.0,0
KENDALL PARK,INCOME_AMT,2427707.0,0
KENDALLVILLE,INCOME_AMT,212248244.0,0
KENDALVILLE,INCOME_AMT,0.0,0
KENDELTON,INCOME_AMT,0.0,0
KENDLETON,INCOME_AMT,0.0,0
KENDRICK,INCOME_AMT,134296.0,0
KENDUSKEAG,INCOME_AMT,76090.0,0
KENEDY,INCOME_AMT,1637219.0,0
KENEFIC,INCOME_AMT,0.0,0
KENESAW,INCOME_AMT,1604185.0,0
KENILWORTH,INCOME_AMT,1597288696.0,0
KENLEY,INCOME_AMT,0.0,0
KENLY,INCOME_AMT,1135547.0,0
KENMARE,INCOME_AMT,50197932.0,0
KENMORE,INCOME_AMT,99087882.0,0
KENNA,INCOME_AMT,953418.0,0
KENNAN,INCOME_AMT,320.0,0
KENNARD,INCOME_AMT,1003605.0,0
KENNEBEC,INCOME_AMT,153375.0,0
KENNEBUNK,INCOME_AMT,13946182.0,0
KENNEBUNKPORT,INCOME_AMT,11443679.0,0
KENNEDALE,INCOME_AMT,3853928.0,0
KENNEDY,INCOME_AMT,404328.0,0
KENNEDY SP CT,INCOME_AMT,137607.0,0
KENNEDY SPACE CENTER,INCOME_AMT,1167493.0,0
KENNEDYVILLE,INCOME_AMT,241659.0,0
KENNER,INCOME_AMT,53440867.0,0
KENNERDELL,INCOME_AMT,115560.0,0
KENNESAW,INCOME_AMT,1634185154.0,0
KENNET SQ,INCOME_AMT,0.0,0
KENNETH,INCOME_AMT,0.0,0
KENNETH CITY,INCOME_AMT,1468482.0,0
KENNETT,INCOME_AMT,87678690.0,0
KENNETT SQ,INCOME_AMT,331861897.0,0
KENNETT SQUARE,INCOME_AMT,2263108.0,0
KENNEWICK,INCOME_AMT,147155772.0,0
KENNEY,INCOME_AMT,0.0,0
KENO,INCOME_AMT,113049.0,0
KENOCKEE,INCOME_AMT,0.0,0
KENOSHA,INCOME_AMT,756641889.0,0
KENOSHA WI,INCOME_AMT,0.0,0
KENOVA,INCOME_AMT,1355779.0,0
KENOZA LAKE,INCOME_AMT,0.0,0
KENSAL,INCOME_AMT,0.0,0
KENSETT,INCOME_AMT,399635.0,0
KENSIGNTON,INCOME_AMT,0.0,0
KENSINGTON,INCOME_AMT,579298437.0,0
KENT,INCOME_AMT,839717301.0,0
KENT CITY,INCOME_AMT,4623099.0,0
KENT LAKES,INCOME_AMT,110607.0,0
KENTFIELD,INCOME_AMT,29251533.0,0
KENTLAND,INCOME_AMT,1438199.0,0
KENTON,INCOME_AMT,38231366.0,0
KENTS HILL,INCOME_AMT,16941882.0,0
KENTS STORE,INCOME_AMT,3133727.0,0
KENTWOOD,INCOME_AMT,27198986.0,0
KENVIL,INCOME_AMT,0.0,0
KENWOOD,INCOME_AMT,1250607.0,0
KENYA,INCOME_AMT,76722507.0,0
KENYON,INCOME_AMT,9544690.0,0
KEO,INCOME_AMT,0.0,0
KEOKEE,INCOME_AMT,77619.0,0
KEOKUK,INCOME_AMT,20144435.0,0
KEOSAUQUA,INCOME_AMT,1179133.0,0
KEOTA,INCOME_AMT,346324.0,0
KERBY,INCOME_AMT,0.0,0
KERENS,INCOME_AMT,210626.0,0
KERHONKSON,INCOME_AMT,5205684.0,0
KERKHOVEN,INCOME_AMT,652246.0,0
KERMAN,INCOME_AMT,2679357.0,0
KERMIT,INCOME_AMT,13432180.0,0
KERNERSVILLE,INCOME_AMT,33336074.0,0
KERNVILLE,INCOME_AMT,4027206.0,0
KERR,INCOME_AMT,0.0,0
KERRICK,INCOME_AMT,0.0,0
KERRILLE,INCOME_AMT,0.0,0
KERRVILLE,INCOME_AMT,547180629.0,0
KERSEY,INCOME_AMT,6956275.0,0
KERSHAW,INCOME_AMT,4272385.0,0
KESHENA,INCOME_AMT,13177107.0,0
KESWICK,INCOME_AMT,16939707.0,0
KETCHIKAN,INCOME_AMT,58250289.0,0
KETCHUM,INCOME_AMT,87294299.0,0
KETTERING,INCOME_AMT,22788985.0,0
KETTLE FALLS,INCOME_AMT,3148433.0,0
KETTLE RIVER,INCOME_AMT,62901.0,0
KETTLEMAN CTY,INCOME_AMT,26936.0,0
KETTLERSVILLE,INCOME_AMT,0.0,0
KEUKA PARK,INCOME_AMT,55532509.0,0
KEVANEE,INCOME_AMT,0.0,0
KEVIL,INCOME_AMT,0.0,0
KEVIN,INCOME_AMT,0.0,0
KEW GARDEN HILLS,INCOME_AMT,0.0,0
KEW GARDEN HL,INCOME_AMT,18884905.0,0
KEW GARDENS,INCOME_AMT,50828919.0,0
KEWADIN,INCOME_AMT,390611.0,0
KEWANEE,INCOME_AMT,7689247.0,0
KEWANNA,INCOME_AMT,78806.0,0
KEWASKUM,INCOME_AMT,2463219.0,0
KEWAUNEE,INCOME_AMT,3155359.0,0
KEY BISCAYNE,INCOME_AMT,40828345.0,0
KEY COL BCH,INCOME_AMT,258328.0,0
KEY COLONY BEACH,INCOME_AMT,0.0,0
KEY LARGO,INCOME_AMT,219341729.0,0
KEY WEST,INCOME_AMT,110150409.0,0
KEYES,INCOME_AMT,407763.0,0
KEYESPORT,INCOME_AMT,516251.0,0
KEYMAR,INCOME_AMT,2300334.0,0
KEYPORT,INCOME_AMT,5865973.0,0
KEYSER,INCOME_AMT,65963768.0,0
KEYSTONE,INCOME_AMT,19879809.0,0
KEYSTONE HEIGHTS,INCOME_AMT,0.0,0
KEYSTONE HGTS,INCOME_AMT,379596945.0,0
KEYSVILLE,INCOME_AMT,2037869.0,0
KEYTESVILLE,INCOME_AMT,3277101.0,0
KEYWEST,INCOME_AMT,0.0,0
KHOKA,INCOME_AMT,0.0,0
KIAHSVILLE,INCOME_AMT,0.0,0
KIAMESHA LAKE,INCOME_AMT,602667.0,0
KIANA,INCOME_AMT,98179.0,0
KIAWAH ISLAND,INCOME_AMT,28125389.0,0
KIDDER,INCOME_AMT,10616.0,0
KIDRON,INCOME_AMT,8735583.0,0
KIEFER,INCOME_AMT,170274.0,0
KIEL,INCOME_AMT,1510563.0,0
KIELER,INCOME_AMT,1282386.0,0
KIESTER,INCOME_AMT,1661963.0,0
KIHEI,INCOME_AMT,19368595.0,0
KILA,INCOME_AMT,0.0,0
KILAUEA,INCOME_AMT,26661645.0,0
KILBOURNE,INCOME_AMT,568672.0,0
KILDARE,INCOME_AMT,0.0,0
KILDEER,INCOME_AMT,2637866.0,0
KILEEN,INCOME_AMT,881.0,0
KILGORE,INCOME_AMT,15275155.0,0
KILKENNY,INCOME_AMT,190798.0,0
KILL BUCK,INCOME_AMT,48179.0,0
KILL DEVIL HILLS,INCOME_AMT,0.0,0
KILL DEVIL HL,INCOME_AMT,5018662.0,0
KILLAWOG,INCOME_AMT,0.0,0
KILLBUCK,INCOME_AMT,416827.0,0
KILLDEER,INCOME_AMT,26887660.0,0
KILLEEN,INCOME_AMT,267020262.0,0
KILLEN,INCOME_AMT,13328949.0,0
KILLINGLY,INCOME_AMT,14925.0,0
KILLINGTON,INCOME_AMT,9168143.0,0
KILLINGWORTH,INCOME_AMT,3853865.0,0
KILLONA,INCOME_AMT,0.0,0
KILMARNOCK,INCOME_AMT,21094146.0,0
KILMICHAEL,INCOME_AMT,0.0,0
KILN,INCOME_AMT,2236300.0,0
KIM,INCOME_AMT,14011.0,0
KIMBALL,INCOME_AMT,11136665.0,0
KIMBALLTON,INCOME_AMT,105167.0,0
KIMBERLIN HGT,INCOME_AMT,162601.0,0
KIMBERLING CITY,INCOME_AMT,0.0,0
KIMBERLING CY,INCOME_AMT,8376427.0,0
KIMBERLY,INCOME_AMT,8480136.0,0
KIMBERTON,INCOME_AMT,17717639.0,0
KIMBOLTON,INCOME_AMT,2274460.0,0
KIMMELL,INCOME_AMT,0.0,0
KIMMSWICK,INCOME_AMT,797299.0,0
KIMPER,INCOME_AMT,0.0,0
KINARD,INCOME_AMT,279204.0,0
KINARDS,INCOME_AMT,0.0,0
KINCAID,INCOME_AMT,801568.0,0
KINCHELOE,INCOME_AMT,0.0,0
KINDE,INCOME_AMT,61630.0,0
KINDER,INCOME_AMT,3414987.0,0
KINDERHOOK,INCOME_AMT,1650060.0,0
KINDRED,INCOME_AMT,2219717.0,0
KING,INCOME_AMT,4883222.0,0
KING AND QUEEN CH,INCOME_AMT,0.0,0
KING CITY,INCOME_AMT,99785332.0,0
KING COVE,INCOME_AMT,74587.0,0
KING FERRY,INCOME_AMT,501628.0,0
KING GEORGE,INCOME_AMT,2007288.0,0
KING HILL,INCOME_AMT,0.0,0
KING MOUNTAIN,INCOME_AMT,0.0,0
KING OF PRUSSA,INCOME_AMT,0.0,0
KING OF PRUSSIA,INCOME_AMT,147758509.0,0
KING OS PRUSSIA,INCOME_AMT,0.0,0
KING PRUSSIA,INCOME_AMT,101871845.0,0
KING QUEEN CH,INCOME_AMT,54055.0,0
KING SALMON,INCOME_AMT,4815443.0,0
KING WILLIAM,INCOME_AMT,1203929.0,0
KINGDOM CITY,INCOME_AMT,2274301.0,0
KINGFIELD,INCOME_AMT,1188304.0,0
KINGFISHER,INCOME_AMT,135135852.0,0
KINGMAN,INCOME_AMT,590991730.0,0
KINGMONT,INCOME_AMT,0.0,0
KINGPORT,INCOME_AMT,0.0,0
KINGS,INCOME_AMT,0.0,0
KINGS BAY,INCOME_AMT,44926.0,0
KINGS BEACH,INCOME_AMT,4431914.0,0
KINGS MILLS,INCOME_AMT,2100765.0,0
KINGS MOUNTAIN,INCOME_AMT,0.0,0
KINGS MOUNTIAN,INCOME_AMT,0.0,0
KINGS MTN,INCOME_AMT,12955981.0,0
KINGS PARK,INCOME_AMT,43330643.0,0
KINGS POINT,INCOME_AMT,28336255.0,0
KINGS TREE,INCOME_AMT,0.0,0
KINGSBAY,INCOME_AMT,0.0,0
KINGSBURG,INCOME_AMT,14020462.0,0
KINGSBURY,INCOME_AMT,0.0,0
KINGSFORD,INCOME_AMT,1380808.0,0
KINGSFORD HTS,INCOME_AMT,152224.0,0
KINGSHILL,INCOME_AMT,10714564.0,0
KINGSLAND,INCOME_AMT,8422248.0,0
KINGSLEY,INCOME_AMT,773950.0,0
KINGSPORT,INCOME_AMT,504473963.0,0
KINGSTON,INCOME_AMT,1144180841.0,0
KINGSTON SPGS,INCOME_AMT,10746297.0,0
KINGSTOWN,INCOME_AMT,16337.0,0
KINGSTOWNE,INCOME_AMT,0.0,0
KINGSTREE,INCOME_AMT,172563981.0,0
KINGSTREET,INCOME_AMT,0.0,0
KINGSVILLE,INCOME_AMT,183715631.0,0
KINGSWOOD,INCOME_AMT,0.0,0
KINGTON,INCOME_AMT,0.0,0
KINGVILLE,INCOME_AMT,0.0,0
KINGWOOD,INCOME_AMT,130664606.0,0
KINLOCH,INCOME_AMT,0.0,0
KINLOCK,INCOME_AMT,0.0,0
KINMUNDY,INCOME_AMT,199906.0,0
KINNEAR,INCOME_AMT,0.0,0
KINNELON,INCOME_AMT,19593573.0,0
KINNEY,INCOME_AMT,438538.0,0
KINROSS,INCOME_AMT,0.0,0
KINSALE,INCOME_AMT,882932.0,0
KINSEY,INCOME_AMT,390151.0,0
KINSLEY,INCOME_AMT,120474.0,0
KINSMAN,INCOME_AMT,5766595.0,0
KINSTON,INCOME_AMT,237063052.0,0
KINTA,INCOME_AMT,12215004.0,0
KINTNERSVILLE,INCOME_AMT,1794072.0,0
KINZERS,INCOME_AMT,1333684.0,0
KIOWA,INCOME_AMT,2455706.0,0
KIPLING,INCOME_AMT,0.0,0
KIPNUK,INCOME_AMT,0.0,0
KIPTON,INCOME_AMT,0.0,0
KIRBY,INCOME_AMT,6262603.0,0
KIRBYVILLE,INCOME_AMT,59345757.0,0
KIRIBATI,INCOME_AMT,130255.0,0
KIRK,INCOME_AMT,69970.0,0
KIRKLAND,INCOME_AMT,566352705.0,0
KIRKLIN,INCOME_AMT,33486.0,0
KIRKMAN,INCOME_AMT,0.0,0
KIRKSEY,INCOME_AMT,526012.0,0
KIRKSVILLE,INCOME_AMT,598022517.0,0
KIRKVILLE,INCOME_AMT,672949.0,0
KIRKWOOD,INCOME_AMT,39005441.0,0
KIRON,INCOME_AMT,0.0,0
KIRTLAND,INCOME_AMT,21550435.0,0
KIRTLAND AFB,INCOME_AMT,0.0,0
KIRTLAND HILLS,INCOME_AMT,3940113.0,0
KIRVIN,INCOME_AMT,0.0,0
KIRWIN,INCOME_AMT,0.0,0
KIRYAS JOEL,INCOME_AMT,0.0,0
KISMET,INCOME_AMT,71812.0,0
KISSEE MILLS,INCOME_AMT,0.0,0
KISSIMME,INCOME_AMT,0.0,0
KISSIMMEE,INCOME_AMT,308618978.0,0
KISSMMEE,INCOME_AMT,0.0,0
KIT CARSON,INCOME_AMT,1482963.0,0
KITANNING,INCOME_AMT,120476.0,0
KITE,INCOME_AMT,0.0,0
KITLERY,INCOME_AMT,138877.0,0
KITTANNING,INCOME_AMT,197716468.0,0
KITTERY,INCOME_AMT,6871231.0,0
KITTERY POINT,INCOME_AMT,898191.0,0
KITTITAS,INCOME_AMT,311838.0,0
KITTREDGE,INCOME_AMT,355120.0,0
KITTRELL,INCOME_AMT,1171074.0,0
KITTS HILL,INCOME_AMT,65368.0,0
